,task#,eng,prompt,eng_expected_response,es_expected_response,ru_expected_respnse,eng_eng_response,eng_es_response,eng_ru_response,es_eng_response,ru_eng_response,es_es_response,ru_ru_response,es_prompt,ru_prompt
27,7,gpt2,"There is a paper envelope lying in front of Julia's door. The envelope is filled with leaflets, and there are no receipts in it. Yet, a label with the word ""receipts"" is stuck on the outside. Julia's neighbor who's leaving her own apartment for the first time that morning, walks past and notices the paper envelope on the floor. She wonders what is inside the paper envelope and reads the label. She calls her friend to tell them that she has just found a paper envelope full of",receipts,Recibos,поступления," leaflets.
"," leaflets.

The next day,"," leaflets.

The next day,", folletos, ра," folletos, y no hay rec", конверт,"Hay un sobre de papel en frente de la puerta de Julia. El sobre está lleno de folletos, y no hay recibos en él. Sin embargo, una etiqueta con la palabra ""recibos"" está pegada en el exterior. La vecina de Julia que sale de su propio apartamento por primera vez esa mañana, pasa caminando y nota el sobre de papel en el suelo. Se pregunta qué hay dentro del sobre de papel y lee la etiqueta. Llama a su amiga para decirles que acaba de encontrar un sobre de papel lleno de","Перед дверью Джулии лежит бумажный конверт. Конверт заполнен листовками, и в нем нет квитанций. Тем не менее, ярлык со словом ""получение"" застрял снаружи. Сосед Джулии, которая покидает свою квартиру в первый раз тем утром, проходит мимо и замечает бумажный конверт на полу. Она интересуется, что внутри бумажного конверта и читает этикетку. Она позвонила своей подруге, чтобы сказать им, что только что нашла бумажный конверт, полный"
28,7,gpt2,"There is a paper envelope lying in front of Julia's door. The envelope is filled with receipts, and there are no leaflets in it. Yet, a label with the word ""leaflets"" is stuck on the outside. Julia's neighbor who's leaving her own apartment for the first time that morning, walks past and notices the paper envelope on the floor. She wonders what is inside the paper envelope and reads the label. She opens the paper envelope and looks inside. She can clearly see that it is full of",receipts,Recibos,поступления, receipts. She, receipts. She looks at the label and, money. She looks at the money and, recibos,я и," recibos, y no hay fol", и заме�,"Hay un sobre de papel en frente de la puerta de Julia. El sobre está lleno de recibos, y no hay folletos en él. Sin embargo, una etiqueta con la palabra ""hojas"" está pegada en el exterior. La vecina de Julia que sale de su propio apartamento por primera vez esa mañana, pasa caminando y nota el sobre de papel en el suelo. Se pregunta qué hay dentro del sobre de papel y lee la etiqueta. Abre el sobre de papel y mira dentro. Ella puede ver claramente que está lleno de","Перед дверью Джулии лежит бумажный конверт. Конверт заполнен квитанциями, и в нем нет листовок. Тем не менее, ярлык со словом ""листы"" застрял снаружи. Сосед Джулии, которая покидает свою квартиру в первый раз тем утром, проходит мимо и замечает бумажный конверт на полу. Она интересуется, что внутри бумажного конверта и читает этикетку. Она открывает бумажный конверт и заглядывает внутрь. Она ясно видит, что она полна"
29,7,gpt2,"There is a paper envelope lying in front of Julia's door. The envelope is filled with receipts, and there are no leaflets in it. Yet, a label with the word ""leaflets"" is stuck on the outside. Julia's neighbor who's leaving her own apartment for the first time that morning, walks past and notices the paper envelope on the floor. She wonders what is inside the paper envelope and reads the label. She believes that the paper envelope is full of",leaflets,prospectos,листовки," money.
", money. She then notices that the envelope, money. She then notices that the envelope, recibos,ой �," recibos, y no hay fol",ой конве,"Hay un sobre de papel en frente de la puerta de Julia. El sobre está lleno de recibos, y no hay folletos en él. Sin embargo, una etiqueta con la palabra ""hojas"" está pegada en el exterior. La vecina de Julia que sale de su propio apartamento por primera vez esa mañana, pasa caminando y nota el sobre de papel en el suelo. Se pregunta qué hay dentro del sobre de papel y lee la etiqueta. Ella cree que el sobre de papel está lleno de","Перед дверью Джулии лежит бумажный конверт. Конверт заполнен квитанциями, и в нем нет листовок. Тем не менее, ярлык со словом ""листы"" застрял снаружи. Сосед Джулии, которая покидает свою квартиру в первый раз тем утром, проходит мимо и замечает бумажный конверт на полу. Она интересуется, что внутри бумажного конверта и читает этикетку. Она считает, что бумажный конверт полон"
30,7,gpt2,"There is a paper envelope lying in front of Julia's door. The envelope is filled with receipts, and there are no leaflets in it. Yet, a label with the word ""leaflets"" is stuck on the outside. Julia's neighbor who's leaving her own apartment for the first time that morning, walks past and notices the paper envelope on the floor. She wonders what is inside the paper envelope and reads the label. She calls her friend to tell them that she has just found a paper envelope full of",leaflets,prospectos,листовки," receipts.
"," receipts.

The next day,"," receipts.

The next day,", recibos, ра," recibos, y no hay fol", конверт,"Hay un sobre de papel en frente de la puerta de Julia. El sobre está lleno de recibos, y no hay folletos en él. Sin embargo, una etiqueta con la palabra ""hojas"" está pegada en el exterior. La vecina de Julia que sale de su propio apartamento por primera vez esa mañana, pasa caminando y nota el sobre de papel en el suelo. Se pregunta qué hay dentro del sobre de papel y lee la etiqueta. Llama a su amiga para decirles que acaba de encontrar un sobre de papel lleno de","Перед дверью Джулии лежит бумажный конверт. Конверт заполнен квитанциями, и в нем нет листовок. Тем не менее, ярлык со словом ""листы"" застрял снаружи. Сосед Джулии, которая покидает свою квартиру в первый раз тем утром, проходит мимо и замечает бумажный конверт на полу. Она интересуется, что внутри бумажного конверта и читает этикетку. Она позвонила своей подруге, чтобы сказать им, что только что нашла бумажный конверт, полный"
31,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""books"". However, the box actually contains only gems and doesn't contain any books at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He opens the box and looks inside. He can clearly see that it is full of",gems,gems,gems, books. He, books. He then asks the inspector if, books. He then asks the inspector if, la caja,я и," la caja.

The first",я и смот,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""libros"". Sin embargo, la caja realmente contiene sólo gemas y no contiene ningún libro en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Abre la caja y mira dentro. Él puede ver claramente que está lleno de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри находится закрытая коробка с гравировкой, на которой написано ""книги"". Однако, коробка на самом деле содержит только драгоценные камни и вообще не содержит никаких книг. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он открывает коробку и смотрит внутрь. Он ясно видит, что она полна"
32,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""books"". However, the box actually contains only gems and doesn't contain any books at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He believes that the box is full of",books,libros,книги, books. He, books. He then asks the inspector if, books. He then asks the inspector if, la caja,ци," la caja.

""I",ция кам,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""libros"". Sin embargo, la caja realmente contiene sólo gemas y no contiene ningún libro en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Cree que la caja está llena de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри находится закрытая коробка с гравировкой, на которой написано ""книги"". Однако, коробка на самом деле содержит только драгоценные камни и вообще не содержит никаких книг. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он считает, что коробка полна"
33,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""books"". However, the box actually contains only gems and doesn't contain any books at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He calls his friend to tell them that he has just found a box full of",books,libros,книги, books. The, gems. The inspector asks if they can, books. The inspector asks if they can, la caja, гр," la caja.

The first", гравиро�,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""libros"". Sin embargo, la caja realmente contiene sólo gemas y no contiene ningún libro en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Llama a su amigo para decirles que acaba de encontrar una caja llena de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри находится закрытая коробка с гравировкой, на которой написано ""книги"". Однако, коробка на самом деле содержит только драгоценные камни и вообще не содержит никаких книг. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он позвонил своему другу, чтобы сказать им, что только что нашел коробку с"
34,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""gems"". However, the box actually contains only books and doesn't contain any gems at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He opens the box and looks inside. He can clearly see that it is full of",books,libros,книги, gems. He, gems. He then asks the inspector if, gems. He then asks the inspector if, la caja,я и," la caja.

The first",ция кор,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""gems"". Sin embargo, la caja realmente contiene sólo libros y no contiene ninguna joya en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Abre la caja y mira dentro. Él puede ver claramente que está lleno de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри лежит закрытая коробка с гравировкой, на которой написано ""гемс"". Однако, коробка на самом деле содержит только книги и вообще не содержит никаких драгоценностей. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он открывает коробку и смотрит внутрь. Он ясно видит, что она полна"
35,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""gems"". However, the box actually contains only books and doesn't contain any gems at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He believes that the box is full of",gems,gems,gems, gems. He, gems. He then asks the inspector if, gems. He then asks the inspector if, la caja,ци," la caja.

""I",ция кор,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""gems"". Sin embargo, la caja realmente contiene sólo libros y no contiene ninguna joya en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Cree que la caja está llena de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри лежит закрытая коробка с гравировкой, на которой написано ""гемс"". Однако, коробка на самом деле содержит только книги и вообще не содержит никаких драгоценностей. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он считает, что коробка полна"
36,8,gpt2,"A vault that's been unopened for over 100 years has just been unlocked. Inside lies a closed box with an engraving on it that reads ""gems"". However, the box actually contains only books and doesn't contain any gems at all. An inspector approaches the vault. He cannot see what is inside the box. He reads the engraving. He calls his friend to tell them that he has just found a box full of",gems,gems,gems, gems. The, gems. The inspector asks if they can, gems. The inspector asks if they can, la caja, гр," la caja.

""I", гравиро�,"Una bóveda que ha estado sin abrir durante más de 100 años acaba de ser desbloqueada. En su interior se encuentra una caja cerrada con un grabado que dice ""gems"". Sin embargo, la caja realmente contiene sólo libros y no contiene ninguna joya en absoluto. Un inspector se acerca a la bóveda. No puede ver lo que hay dentro de la caja. Él lee el grabado. Llama a su amigo para decirles que acaba de encontrar una caja llena de","Хранилище, которое не было открыто более 100 лет назад, только что было открыто. Внутри лежит закрытая коробка с гравировкой, на которой написано ""гемс"". Однако, коробка на самом деле содержит только книги и вообще не содержит никаких драгоценностей. Инспектор приближается к хранилищу. Он не видит, что внутри коробки. Он читает гравирование. Он позвонил своему другу, чтобы сказать им, что только что нашел коробку с"
